,FAQ_Titles,FAQ_Desc,FAQ_Urls
1697,Investing in renewable energy,"The renewable energy sector is seeing rapid growth, driven by falling costs and global energy demands. We examine the outlook for the sector.",https://www.barclays.co.uk/smart-investor/news-and-research/investment-strategies/investing-in-renewable-energy/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1690%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1698,"If my fingerprint isn’t recognised, can I still access the Barclays app?",,https://www.barclays.co.uk/help/touch-id/if-my-fingerprint-isnt-recognised--can-i-still-access-barclays-m/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1690%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1699,"If my fingerprint isn’t recognised, can I still access Barclays Mobile Banking?","With Fingerprint log in enabled for Barclays Mobile Banking, you’ll have 3 chances to authenticate using your fingerprint.",https://www.barclays.co.uk/help/mobile-banking/using-mobile-banking/fingerprint-not-recognised/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1700,Can I cancel my Paym registration?,Find out how to change your Paym registration through Pingit,https://www.barclays.co.uk/help/pingit/paym/change-reg/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1701,Can I cancel my Paym registration?,Find out how to change your Paym registration,https://www.barclays.co.uk/help/paym/change-reg/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1702,Can I still use my Mortgage Reserve?,"If you already have a Mortgage Reserve with Barclays, you can still use it. Get details here.",https://www.barclays.co.uk/help/mortgages/reserve/use-it/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1703,Why can’t I see the video call link in Barclays Mobile Banking?,Not everyone will be able to see the video call link in Barclays Mobile Banking yet – here’s why.,https://www.barclays.co.uk/help/barclays-video-banking/video-call-link/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1704,Why have I been logged out of Online Banking?,There are two reasons why this might have happened – both are to protect you and your information.,https://www.barclays.co.uk/help/online-banking/using-online-banking/why-have-i-been-logged-out/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1705,How do I call the Smart Investor team?,"If you're moving from Barclays Stockbrokers, you can contact us by telephone to find out more about the move.",https://www.barclays.co.uk/help/smart-investor/stockbrokers/how-do-i-contact-smart-investor-by-phone/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1706,FX powered by Barclays,"Real-time foreign-exchange-rate app from Barclays, free from the App Store or Google Play. Get up-to-the-minute exchange rates for over 90 currencies.",https://www.barclays.co.uk/business-banking/ways-to-bank/currency-converter-app/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1707,Can I take a repayment holiday for my loan?,,https://www.barclays.co.uk/help/coronavirus-help-business/can-i-take-a-repayment-holiday-for-my-loan/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1708,How do I change my Online Banking passcode or memorable word?,You’ll find the simple steps to do this here.,https://www.barclays.co.uk/help/online-banking/login/change-passcode-word/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1700%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1709,How can I find my Online Banking membership number?,You can get a reminder of your Barclays Online Banking membership number during the log-in process. See how here.,https://www.barclays.co.uk/help/online-banking/login/find-membership-number/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1710,Can I sign up/am I eligible to use the Barclays Mobile Banking app if I have a BarclayPlus account?,Find out if you’re eligible to use Barclays Mobile Banking.,https://www.barclays.co.uk/help/mobile-banking/registration/barclayplus-eligible-for-mobile-banking/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1711,How do I see all my documents in Barclays Cloud It?,You can view all the documents you've uploaded to Barclays Cloud It in Online Banking. See how here.,https://www.barclays.co.uk/help/Cloud-It/view-documents/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1712,Can I get an arranged overdraft on my account when I switch to Barclays?,See how you can apply for an overdraft for your new account when you switch to Barclays.,https://www.barclays.co.uk/help/accounts/switching/overdraft/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1713,What does Pingit error RP002 mean?,"Find out what error RP002 means in Pingit, and how to get it fixed.",https://www.barclays.co.uk/help/pingit/using-pingit/what-does-pingit-error-rp002-mean-/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1714,What accounts should I see on my Online Banking homepage?,See which accounts you should be able to see in your Barclays Online Banking.,https://www.barclays.co.uk/help/online-banking/using-online-banking/homepage-accounts/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1715,Combined buildings and contents insurance,"Your home is probably the most valuable thing you own, make sure it and the possessions that matter to you are covered.",https://www.barclays.co.uk/insurance/home-insurance/buildings-and-contents/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1716,How do I add my Barclays Personal or Business account details to the Barclays app?,Give us a call to add your Barclays account to your Barclays Pingit account. Get the number here.,https://www.barclays.co.uk/help/mobile-banking/login-setup/add-account-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1717,Is there an age limit for taking out a mortgage?,You must be a minimum of 18 years old to apply for a residential mortgage with Barclays. See more details here.,https://www.barclays.co.uk/help/mortgages/eligibility/age-limit/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1718,What can I do if I’ve lost my mortgage Agreement in Principle decision email?,"If you saved your AiP in Online Banking or using a Barclays Digital ID, log in to your online applications to find your AiP details.",https://www.barclays.co.uk/help/mortgages/what-can-i-do-if-ive-lost-my-mortgage-agreement-in-principle-dec/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1710%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1719,How do I change or swap the Barclays account or phone number I used when registering for the Barclays app?,Find out how to update or change any of the details your used to register for the Barclays Mobile Banking app.,https://www.barclays.co.uk/help/mobile-banking/using-mobile-banking/change-phone-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1720,Tailor your policy,"Our independent, specialised covers can be bought separately to suit you. And the more covers you get, the bigger the discount on your premium.",https://www.barclays.co.uk/insurance/home-insurance/additional-cover/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1721,Customise my account,Shape your account to fit your needs. Add features and packs to make your Barclays account work better for you. Find out more about Barclays Additions.,https://www.barclays.co.uk/current-accounts/customise-my-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1722,How secure is my Barclays Mobile Banking for BarclayPlus app?,We’ve worked hard to make the app extremely secure – discover how.,https://www.barclays.co.uk/help/mobile-banking/using-mobile-banking/barclayplus-app-security/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1723,How can I request an ad hoc statement and valuation?,See how to contact us for an ad hoc statement or valuation.,https://www.barclays.co.uk/help/smart-investor/managing-your-account/how-can-i-request-an-ad-hoc-statement/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1724,Compare savings accounts,"Whether you’re saving for something big or small, we’ve a range of savings accounts, cash ISAs and investment options that could be right for you.",https://www.barclays.co.uk/savings/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1725,"When sharing data, what should I do if I’m having problems with my access code?","When you request to set up permission to share data you’ll get a unique 6-digit access code. If it doesn’t work, try resubmitting your request.",https://www.barclays.co.uk/help/online-banking/open-banking/no-access-code/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1726,Legal services cover,"Legal advice and support for things like employment disputes, medical negligence claims and consumer rights, plus access to our 24-hour legal helpline.",https://www.barclays.co.uk/insurance/home-insurance/legal-expenses-cover/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1727,Can a third party register for Online Statements?,"Yes, as long as they’re registered for Online Banking themselves.",https://www.barclays.co.uk/help/accounts/statements-balances/third-party-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1728,Can I delete payees in Online Banking?,Yes you can. See how here.,https://www.barclays.co.uk/help/online-banking/using-online-banking/delete-payees/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1720%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1729,What do I have to do to log in to Online Banking if I've previously saved my details?,"If you've saved your details, they should automatically appear when you log in to Barclays Online Banking. See details here.",https://www.barclays.co.uk/help/online-banking/login/saved-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1730,"When sharing data, what does ‘no specified end date’ mean?","It means you’re entering into an agreement with a third party with no end date, but you can still stop it at any time.",https://www.barclays.co.uk/help/online-banking/open-banking/no-specified-end-date/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1731,When can I switch my mortgage rate?,Find out when you can switch your mortgage rate and how to do it.,https://www.barclays.co.uk/help/mortgages/repayments-rates/switch-mortgage-rate/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1732,Why do I get an error in Barclays Track It saying my complaint is not available to view?,"See why you may get an error when trying to access Barclays Track It, and how to fix it.",https://www.barclays.co.uk/help/accounts/account-services/trackit-complaint-error/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1733,What’s a Grant of Probate?,"This is a legal certificate that authorises you to manage the affairs of someone who has died, in accordance with their will. You can find out more here.",https://www.barclays.co.uk/help/estates-bereavement/grant-probate/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1734,Can I register my Business accounts for the Barclays app?,"Yes, you can. We’ll explain how here.",https://www.barclays.co.uk/help/mobile-banking/registration/business/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1735,How do register for Paym?,"First, make sure you’re using the latest version of the app.",https://www.barclays.co.uk/help/paym/registration-app-only/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1736,Transferring ISAs,How to transfer your Individual Savings Account (ISA) to another provider.,https://www.barclays.co.uk/smart-investor/accounts/investment-isa/transferring-isas/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1737,How do I view a list of my standing orders and Direct Debits?,See how to get a list of standing orders and Direct Debits for your Barclays account.,https://www.barclays.co.uk/help/accounts/account-services/direct-debit-list/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1738,Will I have to pay tax on the benefits I get from Barclays Blue Rewards?,Rewards from Barclays Blue Rewards may be subject to income tax. See your options here.,https://www.barclays.co.uk/help/accounts/added-features/tax-blue-rewards/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1730%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1739,Can I see my Barclaycard details online?,"Yes, find out the ways you can access your Barclaycard online.",https://www.barclays.co.uk/help/cards/barclaycard/view-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1740,Who do I contact if I have any problems with my Online Statements?,Find the number to call if you're having problems with Online Statements for your Barclays accounts.,https://www.barclays.co.uk/help/accounts/statements-balances/online-problems/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1741,Guide To Ethical Investments,Investing ethically means avoiding companies that may be in conflict with your personal values or beliefs. Read our guide here.,https://www.barclays.co.uk/smart-investor/news-and-research/investing-for-beginners/guide-to-ethical-investing/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1742,How sustainable is your ESG fund?,Why the value of an investment is no longer just about the return but rather making a positive impact on society and the world at large.,https://www.barclays.co.uk/smart-investor/news-and-research/market-analysis/how-sustainable-is-your-esg-fund/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1743,The UK’s grand de-carbonisation agenda,"Here, we explore the UK’s multi-pronged approach to reduce its reliance on fossil fuels and de-carbonise the economy.",https://www.barclays.co.uk/smart-investor/news-and-research/investment-strategies/the-uks-grand-de-carbonisation-agenda/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1744,How do I change the way I receive Alerts from Smart Investor?,"Alerts are messages we will send you via email or text message. These include notice of your monthly fees, upcoming corporate actions and deal alerts.",https://www.barclays.co.uk/help/smart-investor/statements/how-do-i-change-the-way-i-receive-alerts-from-smart-investor/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1745,How do I register for Telephone Banking?,"If you want to register to use our phone banking service, you can find out how here.",https://www.barclays.co.uk/help/telephone-banking/register/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1746,Who do I call about my mobile phone and gadget insurance?,See the list of numbers to call for mobile phone insurance with your Barclays bank account.,https://www.barclays.co.uk/help/accounts/added-features/mobile-helpline/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1747,How can I get new chequebooks and paying-in books?,See how to order a new chequebook or paying-in book for your Barclays account. But we send replacements when you get near the end of your current ones.,https://www.barclays.co.uk/help/accounts/account-services/order-cheque-payingin/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1748,How do I turn on Touch ID Scanner for the Barclays app?,,https://www.barclays.co.uk/help/touch-id/how-do-i-switch-on-touch-id-for-barclays-mobile-banking-/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1740%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1749,Can I arrange a future-dated payment to my Barclaycard account in the Barclays Mobile Banking app?,"Yes, you can. We’ll tell you how here.",https://www.barclays.co.uk/help/payments/payment-information/future-dated-mobile/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1750,Les Mills+ Subscription,Subscribe for only £9.74 per month (RRP £12.99). Enjoy your first month free and save 25% a month thereafter. Terms and conditions apply.,https://www.barclays.co.uk/subscriptions/les-mills/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1751,Home insurance for landlords,For landlords privately letting up to 3 properties. Tailor your policy to suit your needs by choosing from a range of independent covers.,https://www.barclays.co.uk/insurance/home-insurance/landlord-insurance/private-letting/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1752,Barclays app Transfer money between accounts,,https://www.barclays.co.uk/videos/barclays-app-transfer-money-between-accounts/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1753,Am I eligible to open or upgrade to a Premier Current Account?,"You can see the eligibility criteria for a Barclays Premier Banking account here, and what happens if you're no longer eligible.",https://www.barclays.co.uk/help/accounts/Premier/upgrade_account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1754,Changes to travel packs,,https://www.barclays.co.uk/changestotravelpacks/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1755,Payments to India,Our guide to correctly formatting the purpose for payments you make to India.,https://www.barclays.co.uk/ways-to-bank/international-payments/india-payment-reason/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1756,Barclays Children’s Savings,Start saving for your children's future today with our instant-access savings account.,https://www.barclays.co.uk/savings/instant-access/barclays-childrens-savings/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1757,How can I view my statements and documents online?,See how to view your Smart Investor statements and documents online.,https://www.barclays.co.uk/help/smart-investor/statements/how-can-i-view-my-statements-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1758,How can I make or cancel a CHAPS payment?,See how to arrange or cancel a CHAPs payment from your Barclays account here.,https://www.barclays.co.uk/help/payments/payment-information/arrange-chaps/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1750%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1759,Barclays Green Buy-to-Let mortgages,Get a lower mortgage rate when you buy an energy efficient home.,https://www.barclays.co.uk/mortgages/green-buy-to-let-mortgage/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1760%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
1760,How far back can I see my transactions in Online Banking?,You can see transactions going back up to 7 years. See how here.,https://www.barclays.co.uk/help/accounts/statements-balances/older-statements-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D1760%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
